日付,【得意先】,伝票番号,商品名,数量,単位,単価,金額,粗利
2020-11-09,三機工業　株式会社　（南プラ/橘）,387620,コンクリ－トがら　無筋,2450 ,kg,3 ,8085 ,7722 
2020-11-09,三機工業　株式会社　（南プラ/橘）,387791,コンクリ－トがら　無筋,2030 ,kg,3 ,6699 ,88000 
2020-11-10,三機工業　株式会社　（南プラ/橘）,388144,コンクリ－トがら　無筋,2430 ,kg,3 ,8019 ,8085 
2020-11-10,三機工業　株式会社　（南プラ/橘）,388537,コンクリ－トがら　無筋,2400 ,kg,3 ,7920 ,6699 
2020-11-11,三機工業　株式会社　（南プラ/橘）,388149,コンクリ－トがら　無筋,2610 ,kg,3 ,8613 ,8019 
2020-11-11,三機工業　株式会社　（南プラ/橘）,388663,コンクリ－トがら　無筋,2590 ,kg,3 ,8547 ,7920 
2020-11-11,三機工業　株式会社　（南プラ/橘）,388667,コンクリ－トがら　無筋,2400 ,kg,3 ,7920 ,8613 
2020-11-12,三機工業　株式会社　（南プラ/橘）,388671,コンクリ－トがら　無筋,2310 ,kg,3 ,7623 ,8547 
2020-11-12,三機工業　株式会社　（南プラ/橘）,388676,コンクリ－トがら　無筋,2600 ,kg,3 ,8580 ,7920 
2020-11-12,三機工業　株式会社　（南プラ/橘）,388681,コンクリ－トがら　無筋,2430 ,kg,3 ,8019 ,7623 
2020-11-13,三機工業　株式会社　（南プラ/橘）,388685,コンクリ－トがら　無筋,2110 ,kg,3 ,6963 ,8580 
2020-11-13,三機工業　株式会社　（南プラ/橘）,389508,コンクリ－トがら　無筋,2720 ,kg,3 ,8976 ,8019 
2020-11-16,三機工業　株式会社　（南プラ/橘）,389512,コンクリ－トがら　無筋,2490 ,kg,3 ,8217 ,6963 
2020-11-16,三機工業　株式会社　（南プラ/橘）,389925,コンクリ－トがら　無筋,2250 ,kg,3 ,7425 ,8976 
2020-11-16,三機工業　株式会社　（南プラ/橘）,389928,コンクリ－トがら　無筋,2660 ,kg,3 ,8778 ,8217 
2020-11-17,三機工業　株式会社　（南プラ/橘）,388690,廃油,126 ,L,150 ,20790 ,7425 
2020-11-17,三機工業　株式会社　（南プラ/橘）,389516,コンクリ－トがら　無筋,2380 ,kg,3 ,7854 ,8778 
2020-11-17,三機工業　株式会社　（南プラ/橘）,389520,コンクリ－トがら　無筋,2580 ,kg,3 ,8514 ,20790 
2020-11-17,三機工業　株式会社　（南プラ/橘）,389931,コンクリ－トがら　無筋,2600 ,kg,3 ,8580 ,7854 
2020-11-18,三機工業　株式会社　（南プラ/橘）,389935,コンクリ－トがら　無筋,2630 ,kg,3 ,8679 ,8514 
2020-11-18,三機工業　株式会社　（南プラ/橘）,389941,コンクリ－トがら　無筋,2400 ,kg,3 ,7920 ,8580 
2020-11-18,三機工業　株式会社　（南プラ/橘）,389946,コンクリ－トがら　無筋,2660 ,kg,3 ,8778 ,8679 
2020-11-19,三機工業　株式会社　（南プラ/橘）,389950,コンクリ－トがら　無筋,2710 ,kg,3 ,8943 ,7920 
2020-11-19,三機工業　株式会社　（南プラ/橘）,389953,コンクリ－トがら　無筋,2560 ,kg,3 ,8448 ,8778 
2020-11-19,三機工業　株式会社　（南プラ/橘）,389958,コンクリ－トがら　無筋,2640 ,kg,3 ,8712 ,8943 
2020-11-20,三機工業　株式会社　（南プラ/橘）,389961,コンクリ－トがら　無筋,2380 ,kg,3 ,7854 ,8448 
2020-11-20,三機工業　株式会社　（南プラ/橘）,389964,コンクリ－トがら　無筋,2360 ,kg,3 ,7788 ,8712 
2020-11-20,三機工業　株式会社　（南プラ/橘）,389968,コンクリ－トがら　無筋,2510 ,kg,3 ,8283 ,7854 
2020-11-24,三機工業　株式会社　（南プラ/橘）,389972,コンクリ－トがら　無筋,2320 ,kg,3 ,7656 ,7788 
2020-11-24,三機工業　株式会社　（南プラ/橘）,389976,コンクリ－トがら　無筋,2470 ,kg,3 ,8151 ,8283 
2020-11-24,三機工業　株式会社　（南プラ/橘）,389979,コンクリ－トがら　無筋,2440 ,kg,3 ,8052 ,7656 
2020-11-25,三機工業　株式会社　（南プラ/橘）,389982,コンクリ－トがら　無筋,2290 ,kg,3 ,7557 ,8151 
2020-11-25,三機工業　株式会社　（南プラ/橘）,390320,コンクリ－トがら　無筋,2610 ,kg,3 ,8613 ,8052 
2020-11-26,三機工業　株式会社　（南プラ/橘）,390323,コンクリ－トがら　無筋,2460 ,kg,3 ,8118 ,7557 
2020-11-30,三機工業　株式会社　（南プラ/橘）,390950,メッシュパレットリース料（11/1～,2 ,台,3000 ,6600 ,8613 
2020-12-08,三機工業　株式会社　（南プラ/橘）,392000,蛍光灯,10 ,kg,250 ,2750 ,8118 
2020-12-10,三機工業　株式会社　（南プラ/橘）,392422,コンクリ－トがら　無筋,2630 ,kg,3 ,8679 ,6600 
2020-12-18,三機工業　株式会社　（南プラ/橘）,393100,混合廃棄物,8 ,m3,10000 ,88000 ,2750 
2020-12-18,三機工業　株式会社　（南プラ/橘）,393105,木くず（14297720507）,3 ,m3,6000 ,19800 ,8679 
2020-12-18,三機工業　株式会社　（南プラ/橘）,393105,混合廃棄物（14297720495）,4 ,m3,10000 ,44000 ,88000 
2020-12-31,三機工業　株式会社　（南プラ/橘）,394965,メッシュパレットリース料（12/1～,2 ,台,3000 ,6600 ,19800 
2020-11-12,三機工業　株式会社　（高蔵寺/児平）,388156,コンクリ－トがら,4 ,m3,8500 ,37400 ,44000 
2020-11-19,三機工業　株式会社　（高蔵寺/児平）,389118,コンクリ－トがら,4 ,m3,8500 ,37400 ,6600 
2020-11-27,三機工業　株式会社　（高蔵寺/児平）,390393,がれき類（掘削土）（14277040678）,4 ,m3,25000 ,110000 ,37400 
2020-11-27,三機工業　株式会社　（高蔵寺/児平）,390393,がれき類（掘削土）（14277296514）,3 ,m3,25000 ,82500 ,37400 
2020-10-17,三機工業　株式会社　（山梨/安田）,384276,ｶﾞﾗｽ・ｺﾝｸﾘｰﾄ・陶磁器くず,3 ,m3,15000 ,49500 ,110000 
2020-10-17,三機工業　株式会社　（山梨/安田）,384276,混合廃棄物,6 ,m3,10000 ,66000 ,82500 
2020-11-06,三機工業　株式会社　（呑川/花岡）,387282,木くず（14255923247）,3 ,m3,6000 ,16500 ,49500 
2020-11-06,三機工業　株式会社　（呑川/花岡）,387282,混合廃棄物（14255923269）,5 ,m3,10000 ,55000 ,66000 
2020-11-06,三機工業　株式会社　（呑川/花岡）,387305,コンクリ－トがら　無筋,20 ,kg,25 ,550 ,16500 
2020-12-11,三機工業　株式会社　（呑川/花岡）,392101,木くず（14290000590）,1 ,m3,6000 ,3300 ,55000 
2020-12-11,三機工業　株式会社　（呑川/花岡）,392101,混合廃棄物（14290000589）,6 ,m3,10000 ,66000 ,550 
2020-12-11,三機工業　株式会社　（呑川/花岡）,392531,ＧＣ　軽鉄・スチ－ル類,0 ,,0 ,0 ,3300 
2020-11-02,三機工業　株式会社　（千曲川/折戸）,389126,汚泥,2620 ,kg,37 ,106634 ,66000 
2020-11-13,三機工業　株式会社　（新河岸/赤城）,388202,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,0 
2020-10-06,三機工業　株式会社　（新河岸/赤城）,383603,運搬費（3ｔｄ）,1 ,台,18000 ,19800 ,106634 
2020-10-09,三機工業　株式会社　（新河岸/赤城）,383268,運搬費（二ヵ所降ろし）,1 ,台,35000 ,38500 ,23100 
2020-10-09,三機工業　株式会社　（新河岸/赤城）,383276,運搬費（二ヵ所降ろし）,1 ,台,35000 ,38500 ,19800 
2020-12-23,三機工業　株式会社　（愛知ﾄｳﾁｭｳ/赤城）,395106,運搬費,1 ,台,40000 ,44000 ,38500 
2020-10-27,三機工業　株式会社　（山形/片岡）,387197,コンテナ設置費（8コンテナ）,1 ,台,11000 ,12100 ,38500 
2020-10-27,三機工業　株式会社　（山形/片岡）,387197,コンテナ設置費（2.5コンテナ）,1 ,台,1000 ,1100 ,44000 
2020-11-09,三機工業　株式会社　（山形/片岡）,388707,運搬費,1 ,台,25000 ,27500 ,12100 
2020-11-17,三機工業　株式会社　（山形/片岡）,390592,運搬費,1 ,台,35000 ,38500 ,1100 
2020-11-25,三機工業　株式会社　（山形/片岡）,390597,運搬費,1 ,台,25000 ,27500 ,27500 
2020-11-27,三機工業　株式会社　（山形/片岡）,392359,運搬費,1 ,台,35000 ,38500 ,38500 
2020-10-13,三機工業　株式会社　（多摩川/尾久）,383683,運搬費（4ｔｄ）,1 ,台,25000 ,27500 ,27500 
2020-10-13,三機工業　株式会社　（多摩川/尾久）,383684,運搬費（4ｔﾕﾆｯｸ）,1 ,台,35000 ,38500 ,38500 
2020-12-02,三機工業　株式会社　（多摩川/尾久）,390624,運搬費（4ｔｃ）,1 ,台,25000 ,27500 ,27500 
2020-12-02,三機工業　株式会社　（多摩川/尾久）,390625,運搬費（4ｔﾕﾆｯｸ）,1 ,台,35000 ,38500 ,38500 
2020-12-25,三機工業　株式会社　（多摩川/尾久）,394216,運搬費（4ｔﾕﾆｯｸ）,1 ,台,35000 ,38500 ,27500 
2020-12-28,三機工業　株式会社　（多摩川/尾久）,394633,運搬費（7ｔﾕﾆｯｸ）,1 ,台,38000 ,41800 ,38500 
2020-12-28,三機工業　株式会社　（多摩川/尾久）,394657,運搬費（4ｔｄ）,1 ,台,25000 ,27500 ,38500 
2020-12-16,三機工業　株式会社　（北多摩/安田）,392689,運搬費（4ｔﾕﾆｯｸ）,1 ,台,35000 ,38500 ,41800 
2020-10-05,三機工業　株式会社　（浅川/岩月）,382845,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,27500 
2020-10-06,三機工業　株式会社　（浅川/岩月）,382899,運搬費（スクラップ）,1 ,台,25000 ,27500 ,38500 
2020-10-08,三機工業　株式会社　（浅川/岩月）,383209,運搬費（スクラップ）,1 ,台,25000 ,27500 ,29700 
2020-10-08,三機工業　株式会社　（浅川/岩月）,383214,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2020-10-16,三機工業　株式会社　（浅川/岩月）,384199,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2020-10-16,三機工業　株式会社　（浅川/岩月）,384203,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2020-10-19,三機工業　株式会社　（浅川/岩月）,384709,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,27500 
2020-10-26,三機工業　株式会社　（浅川/岩月）,385363,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,27500 
2020-10-28,三機工業　株式会社　（浅川/岩月）,386125,運搬費（4ｔﾕﾆｯｸ）,1 ,台,38000 ,41800 ,29700 
2020-11-17,三機工業　株式会社　（浅川/岩月）,388617,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2020-11-26,三機工業　株式会社　（浅川/岩月）,389779,運搬費（スクラップ）,1 ,台,25000 ,27500 ,41800 
2020-11-26,三機工業　株式会社　（浅川/岩月）,389922,運搬費（スクラップ）,1 ,台,25000 ,27500 ,29700 
2020-11-30,三機工業　株式会社　（浅川/岩月）,390503,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,27500 
2020-11-30,三機工業　株式会社　（浅川/岩月）,390516,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,27500 
2020-12-15,三機工業　株式会社　（浅川/岩月）,392526,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2020-12-17,三機工業　株式会社　（浅川/岩月）,392867,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2020-10-21,三機工業　株式会社　（南プラ/橘）,384991,運搬費（スクラップ）,2 ,台,25000 ,55000 ,29700 
2020-10-22,三機工業　株式会社　（南プラ/橘）,384896,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,29700 
2020-10-22,三機工業　株式会社　（南プラ/橘）,384993,運搬費（スクラップ）,1 ,台,25000 ,27500 ,55000 
2020-10-22,三機工業　株式会社　（南プラ/橘）,385125,メッシュパレット設置費,1 ,台,12000 ,13200 ,23100 
2020-10-22,三機工業　株式会社　（南プラ/橘）,386066,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-10-23,三機工業　株式会社　（南プラ/橘）,385533,運搬費（トレーラー）,1 ,台,180000 ,198000 ,13200 
2020-10-23,三機工業　株式会社　（南プラ/橘）,385533,運搬費（クレーン）,1 ,台,150000 ,165000 ,23100 
2020-10-23,三機工業　株式会社　（南プラ/橘）,386071,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,198000 
2020-10-26,三機工業　株式会社　（南プラ/橘）,385462,運搬費（スクラップ）,1 ,台,25000 ,27500 ,165000 
2020-10-26,三機工業　株式会社　（南プラ/橘）,386084,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-10-26,三機工業　株式会社　（南プラ/橘）,386745,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-10-27,三機工業　株式会社　（南プラ/橘）,386058,運搬費（トレーラー）,1 ,台,180000 ,198000 ,23100 
2020-10-27,三機工業　株式会社　（南プラ/橘）,386058,運搬費（クレーン）,1 ,台,150000 ,165000 ,23100 
2020-10-27,三機工業　株式会社　（南プラ/橘）,386748,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,198000 
2020-10-28,三機工業　株式会社　（南プラ/橘）,386063,運搬費（スクラップ）,1 ,台,25000 ,27500 ,165000 
2020-10-28,三機工業　株式会社　（南プラ/橘）,386751,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-10-28,三機工業　株式会社　（南プラ/橘）,386757,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-10-29,三機工業　株式会社　（南プラ/橘）,386760,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-10-29,三機工業　株式会社　（南プラ/橘）,386763,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-10-30,三機工業　株式会社　（南プラ/橘）,386174,運搬費（スクラップ）,1 ,台,25000 ,27500 ,23100 
2020-10-30,三機工業　株式会社　（南プラ/橘）,386442,運搬費（スクラップ）,1 ,台,25000 ,27500 ,23100 
2020-10-30,三機工業　株式会社　（南プラ/橘）,386766,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-10-30,三機工業　株式会社　（南プラ/橘）,386769,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-11-02,三機工業　株式会社　（南プラ/橘）,387121,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-02,三機工業　株式会社　（南プラ/橘）,387975,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-04,三機工業　株式会社　（南プラ/橘）,387220,運搬費（スクラップ）,1 ,台,25000 ,27500 ,23100 
2020-11-04,三機工業　株式会社　（南プラ/橘）,387980,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-05,三機工業　株式会社　（南プラ/橘）,387984,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-11-06,三機工業　株式会社　（南プラ/橘）,387625,運搬費（スクラップ）,1 ,台,25000 ,27500 ,23100 
2020-11-06,三機工業　株式会社　（南プラ/橘）,388531,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-09,三機工業　株式会社　（南プラ/橘）,387493,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-11-09,三機工業　株式会社　（南プラ/橘）,387620,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-09,三機工業　株式会社　（南プラ/橘）,387791,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-10,三機工業　株式会社　（南プラ/橘）,388144,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-10,三機工業　株式会社　（南プラ/橘）,388537,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-11,三機工業　株式会社　（南プラ/橘）,387877,運搬費（スクラップ）,1 ,台,25000 ,27500 ,23100 
2020-11-11,三機工業　株式会社　（南プラ/橘）,388149,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-11,三機工業　株式会社　（南プラ/橘）,388663,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-11-11,三機工業　株式会社　（南プラ/橘）,388667,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-12,三機工業　株式会社　（南プラ/橘）,388671,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-12,三機工業　株式会社　（南プラ/橘）,388676,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-12,三機工業　株式会社　（南プラ/橘）,388681,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-13,三機工業　株式会社　（南プラ/橘）,388221,運搬費（スクラップ）,1 ,台,25000 ,27500 ,23100 
2020-11-13,三機工業　株式会社　（南プラ/橘）,388685,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-13,三機工業　株式会社　（南プラ/橘）,389508,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-11-16,三機工業　株式会社　（南プラ/橘）,389512,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-16,三機工業　株式会社　（南プラ/橘）,389925,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-16,三機工業　株式会社　（南プラ/橘）,389928,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-17,三機工業　株式会社　（南プラ/橘）,388690,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-17,三機工業　株式会社　（南プラ/橘）,389516,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-17,三機工業　株式会社　（南プラ/橘）,389520,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-17,三機工業　株式会社　（南プラ/橘）,389931,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-18,三機工業　株式会社　（南プラ/橘）,389935,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-18,三機工業　株式会社　（南プラ/橘）,389941,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-18,三機工業　株式会社　（南プラ/橘）,389946,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-19,三機工業　株式会社　（南プラ/橘）,389950,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-19,三機工業　株式会社　（南プラ/橘）,389953,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-19,三機工業　株式会社　（南プラ/橘）,389958,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-20,三機工業　株式会社　（南プラ/橘）,389961,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-20,三機工業　株式会社　（南プラ/橘）,389964,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-20,三機工業　株式会社　（南プラ/橘）,389968,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-24,三機工業　株式会社　（南プラ/橘）,389972,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-24,三機工業　株式会社　（南プラ/橘）,389976,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-24,三機工業　株式会社　（南プラ/橘）,389979,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-25,三機工業　株式会社　（南プラ/橘）,389982,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-25,三機工業　株式会社　（南プラ/橘）,390320,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-11-26,三機工業　株式会社　（南プラ/橘）,389739,運搬費（スクラップ）,1 ,台,25000 ,27500 ,23100 
2020-11-26,三機工業　株式会社　（南プラ/橘）,390323,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-12-08,三機工業　株式会社　（南プラ/橘）,392000,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,27500 
2020-12-10,三機工業　株式会社　（南プラ/橘）,392422,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2020-12-17,三機工業　株式会社　（南プラ/橘）,393868,運搬費（4ｔﾕﾆｯｸ）,1 ,台,28000 ,30800 ,23100 
2020-12-18,三機工業　株式会社　（南プラ/橘）,393100,運搬費（4ｔﾕﾆｯｸ）,1 ,台,28000 ,30800 ,23100 
2020-12-18,三機工業　株式会社　（南プラ/橘）,393105,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,30800 
2020-10-15,三機工業　株式会社　（多摩川/橋本）,383898,コンテナ設置費,1 ,台,12000 ,13200 ,30800 
2020-10-07,三機工業　株式会社　（高蔵寺/児平）,383983,コンテナ設置費,2 ,台,15000 ,33000 ,23100 
2020-11-12,三機工業　株式会社　（高蔵寺/児平）,388156,運搬費,1 ,台,25000 ,27500 ,13200 
2020-11-19,三機工業　株式会社　（高蔵寺/児平）,389118,運搬費,1 ,台,25000 ,27500 ,33000 
2020-11-27,三機工業　株式会社　（高蔵寺/児平）,390393,運搬費,1 ,台,25000 ,27500 ,27500 
2020-10-17,三機工業　株式会社　（山梨/安田）,384276,運搬費（4ｔﾕﾆｯｸ）,1 ,台,53000 ,58300 ,27500 
2020-11-06,三機工業　株式会社　（呑川/花岡）,387282,運搬費（2ｔｃ）,1 ,台,23000 ,25300 ,27500 
2020-11-06,三機工業　株式会社　（呑川/花岡）,387305,運搬費（2ｔｃ）,1 ,台,23000 ,25300 ,58300 
2020-12-11,三機工業　株式会社　（呑川/花岡）,392101,運搬費（2ｔｃ）,1 ,台,23000 ,25300 ,25300 
2020-11-02,三機工業　株式会社　（千曲川/折戸）,389126,運搬費（10ｔバキューム）,1 ,台,190000 ,209000 ,25300 
2021-01-26,三機工業　株式会社　（北多摩/大原）,399038,シート料,2 ,枚,5000 ,11000 ,11000 
2021-03-19,三機工業　株式会社　（北多摩/大原）,406093,廃油,420 ,L,150 ,69300 ,69300 
2021-01-06,三機工業　株式会社　（新河岸/赤城）,395235,混合廃棄物,2 ,m3,10000 ,16500 ,16500 
2021-01-22,三機工業　株式会社　（愛知ﾄｳﾁｭｳ/赤城）,399249,汚泥,7 ,缶,6000 ,46200 ,46200 
2021-03-17,三機工業　株式会社　（浅川/國分）,405679,廃プラスチック類,8 ,m3,10000 ,88000 ,88000 
2021-03-18,三機工業　株式会社　（浅川/國分）,405795,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-01-31,三機工業　株式会社　（多摩川/尾久）,399623,事務手数料,1 ,式,1500 ,1650 ,1650 
2021-01-31,三機工業　株式会社　（多摩川/尾久）,399623,一般廃棄物,1 ,式,17000 ,18700 ,18700 
2021-02-01,三機工業　株式会社　（多摩川/尾久）,399056,ダンボ－ル,10 ,m3,2000 ,22000 ,22000 
2021-02-01,三機工業　株式会社　（多摩川/尾久）,399091,混合廃棄物,6 ,m3,10000 ,66000 ,66000 
2021-02-01,三機工業　株式会社　（多摩川/尾久）,399106,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-02-25,三機工業　株式会社　（多摩川/尾久）,402478,木くず,5 ,m3,6000 ,33000 ,33000 
2021-02-28,三機工業　株式会社　（多摩川/尾久）,403788,事務手数料,1 ,式,1500 ,1650 ,1650 
2021-02-28,三機工業　株式会社　（多摩川/尾久）,403788,一般廃棄物,1 ,式,17000 ,18700 ,18700 
2021-03-18,三機工業　株式会社　（多摩川/尾久）,405833,混合廃棄物,12 ,m3,10000 ,132000 ,132000 
