日付,【得意先】,伝票番号,商品名,数量,単位,単価,金額,粗利
2021-09-06,三機工業　株式会社　（新河岸/赤城）,428167,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-09-06,三機工業　株式会社　（新河岸/赤城）,428179,運搬費（4ｔﾕﾆｯｸ）,1 ,台,28000 ,30800 ,30800 
2021-09-09,三機工業　株式会社　（新河岸/赤城）,430088,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-09-10,三機工業　株式会社　（新河岸/赤城）,428777,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-09-10,三機工業　株式会社　（新河岸/赤城）,428779,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-09-10,三機工業　株式会社　（新河岸/赤城）,428782,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-09-21,三機工業　株式会社　（新河岸/赤城）,430053,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-09-28,三機工業　株式会社　（新河岸/赤城）,431054,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-08-19,三機工業　株式会社　（北多摩サイクロン/大原）,425880,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2021-08-30,三機工業　株式会社　（北多摩サイクロン/大原）,427155,運搬費（4ｔｃ）,1 ,台,25000 ,27500 ,27500 
2021-07-21,三機工業　株式会社　（南プラ/橘）,422269,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-09-13,三機工業　株式会社　（南プラ/橘）,429041,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-09-14,三機工業　株式会社　（南プラ/橘）,429628,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2021-09-16,三機工業　株式会社　（南プラ/橘）,430113,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-09-18,三機工業　株式会社　（南プラ/橘）,430115,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-09-20,三機工業　株式会社　（南プラ/橘）,430119,運搬費（スクラップ）三回転,1 ,台,60000 ,66000 ,66000 
2021-09-21,三機工業　株式会社　（南プラ/橘）,430855,運搬費（トレーラー）,1 ,台,150000 ,165000 ,165000 
2021-09-21,三機工業　株式会社　（南プラ/橘）,430855,運搬費（クレーン）,1 ,台,120000 ,132000 ,132000 
2021-09-22,三機工業　株式会社　（南プラ/橘）,430857,運搬費（トレーラー）,1 ,台,150000 ,165000 ,165000 
2021-09-22,三機工業　株式会社　（南プラ/橘）,430857,運搬費（クレーン）,1 ,台,120000 ,132000 ,132000 
2021-09-23,三機工業　株式会社　（南プラ/橘）,430523,運搬費（スクラップ）,2 ,台,25000 ,55000 ,55000 
2021-09-29,三機工業　株式会社　（南プラ/橘）,431125,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-07-29,三機工業　株式会社　（八戸市/佐藤）,423696,運搬費（4ｔﾕﾆｯｸ）,1 ,台,19000 ,20900 ,5500 
2021-08-20,三機工業　株式会社　（八戸市/佐藤）,427886,運搬費（4ｔﾕﾆｯｸ）,1 ,台,19000 ,20900 ,5500 
2021-07-02,三機工業　株式会社　（金沢/花岡）,420273,運搬費,1 ,台,25000 ,27500 ,27500 
2021-07-02,三機工業　株式会社　（金沢/花岡）,420275,運搬費,1 ,台,25000 ,27500 ,27500 
2021-07-05,三機工業　株式会社　（金沢/花岡）,420545,運搬費,1 ,台,25000 ,27500 ,27500 
2021-07-05,三機工業　株式会社　（金沢/花岡）,420547,運搬費,1 ,台,25000 ,27500 ,27500 
2021-07-12,三機工業　株式会社　（金沢/花岡）,421400,運搬費,1 ,台,25000 ,27500 ,27500 
2021-07-12,三機工業　株式会社　（金沢/花岡）,421402,運搬費,1 ,台,25000 ,27500 ,27500 
2021-07-14,三機工業　株式会社　（金沢/花岡）,421405,運搬費,1 ,台,25000 ,27500 ,27500 
2021-07-20,三機工業　株式会社　（金沢/花岡）,422152,運搬費,1 ,台,25000 ,27500 ,27500 
2021-08-04,三機工業　株式会社　（金沢/花岡）,424166,運搬費,1 ,台,25000 ,27500 ,27500 
2021-08-10,三機工業　株式会社　（金沢/花岡）,425278,運搬費（3回転）,1 ,台,55000 ,60500 ,60500 
2021-08-27,三機工業　株式会社　（金沢/花岡）,427357,運搬費（常用）,1 ,台,55000 ,60500 ,60500 
2021-09-09,三機工業　株式会社　（金沢/花岡）,428706,運搬費（アスベスト運搬のみ二回転）,1 ,台,50000 ,55000 ,55000 
2021-09-24,三機工業　株式会社　（金沢/花岡）,431346,運搬費（常用）,1 ,台,55000 ,60500 ,60500 
2021-07-01,三機工業　株式会社　（葛西/山本）,419779,メッシュパレット設置費,1 ,台,12000 ,13200 ,13200 
2021-08-23,三機工業　株式会社　（葛西/山本）,427343,運搬費（4ｔｄ常用）,1 ,台,50000 ,55000 ,55000 
2021-08-23,三機工業　株式会社　（葛西/山本）,427347,運搬費（4ｔｄ常用）,1 ,台,50000 ,55000 ,55000 
2021-08-23,三機工業　株式会社　（葛西/山本）,427609,運搬費（4ｔﾕﾆｯｸ1日作業費）,1 ,台,45000 ,49500 ,49500 
2021-09-10,三機工業　株式会社　（葛西/山本）,429445,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2021-09-24,三機工業　株式会社　（葛西/山本）,431165,運搬費（4ｔｄ）,1 ,台,21000 ,23100 ,23100 
2021-09-24,三機工業　株式会社　（葛西/山本）,431167,運搬費（4ｔｄ）,1 ,台,21000 ,23100 ,23100 
2021-09-24,三機工業　株式会社　（葛西/山本）,431170,運搬費（4ｔｄ）,1 ,台,21000 ,23100 ,23100 
2021-09-24,三機工業　株式会社　（葛西/山本）,431174,運搬費（4ｔｄ）,1 ,台,21000 ,23100 ,23100 
2021-09-24,三機工業　株式会社　（葛西/山本）,431176,運搬費（4ｔｄ）,1 ,台,21000 ,23100 ,23100 
2021-09-24,三機工業　株式会社　（葛西/山本）,431178,運搬費（4ｔｄ）,1 ,台,21000 ,23100 ,23100 
2021-09-24,三機工業　株式会社　（葛西/山本）,431267,運搬費（4ｔﾕﾆｯｸ1日作業費）,1 ,台,45000 ,49500 ,49500 
2021-09-25,三機工業　株式会社　（岐阜/橋本）,423927,運搬費（ﾕﾆｯｸ車）,1 ,台,38000 ,41800 ,41800 
2021-08-19,三機工業　株式会社　（大阪/長谷川）,428284,運搬費,3 ,缶,6000 ,19800 ,19800 
2021-08-27,三機工業　株式会社　（松留/柏原）,426791,運搬費（4ｔﾕﾆｯｸ）,1 ,台,55000 ,60500 ,60500 
2021-11-02,三機工業　株式会社　（清瀬/南中）,436396,混合廃棄物,1 ,m3,10000 ,11000 ,60500 
2021-10-08,三機工業　株式会社　（清瀬/前田）,433227,作業費（半日作業）,1 ,式,60000 ,66000 ,11000 
2021-10-12,三機工業　株式会社　（清瀬/前田）,433232,作業費（1日作業）,1 ,式,110000 ,121000 ,66000 
2021-11-02,三機工業　株式会社　（清瀬/前田）,436446,混合廃棄物,8 ,m3,10000 ,88000 ,121000 
2021-10-19,三機工業　株式会社　（新河岸/赤城）,434403,廃油,3 ,缶,11000 ,36300 ,88000 
2021-10-31,三機工業　株式会社　（新河岸/赤城）,436825,紙類・書類,8 ,kg,25 ,220 ,36300 
2021-10-31,三機工業　株式会社　（新河岸/赤城）,436825,事務手数料,1 ,式,1500 ,1650 ,220 
2021-10-31,三機工業　株式会社　（新河岸/赤城）,436825,一般廃棄物（10月分）,1 ,式,5300 ,5830 ,1650 
2021-11-12,三機工業　株式会社　（新河岸/赤城）,439159,廃油,6 ,缶,11000 ,72600 ,5830 
2021-11-30,三機工業　株式会社　（新河岸/赤城）,440969,事務手数料,1 ,式,1500 ,1650 ,72600 
2021-11-30,三機工業　株式会社　（新河岸/赤城）,440969,一般廃棄物（11月30日分）,1 ,式,1100 ,1210 ,1650 
2021-12-24,三機工業　株式会社　（新河岸/赤城）,444068,混合廃棄物,4 ,m3,10000 ,44000 ,1210 
2021-12-31,三機工業　株式会社　（新河岸/赤城）,445376,事務手数料,1 ,式,1500 ,1650 ,44000 
2021-12-31,三機工業　株式会社　（新河岸/赤城）,445376,一般廃棄物（12月分）,1 ,式,6600 ,7260 ,1650 
2021-11-08,三機工業　株式会社　（山形/片岡）,438763,混合廃棄物（金属くず）,4 ,m3,9000 ,39600 ,7260 
2021-11-08,三機工業　株式会社　（山形/片岡）,438766,混合廃棄物,7 ,m3,13500 ,103950 ,39600 
2021-10-05,三機工業　株式会社　（南プラ/橘）,432856,コンクリ－トがら　無筋,2730 ,kg,3 ,9009 ,103950 
2021-10-05,三機工業　株式会社　（南プラ/橘）,432859,コンクリ－トがら　無筋,2240 ,kg,3 ,7392 ,9009 
2021-10-06,三機工業　株式会社　（南プラ/橘）,432863,コンクリ－トがら　無筋,2560 ,kg,3 ,8448 ,7392 
2021-10-06,三機工業　株式会社　（南プラ/橘）,432867,コンクリ－トがら　無筋,2670 ,kg,3 ,8811 ,8448 
2021-10-06,三機工業　株式会社　（南プラ/橘）,432870,コンクリ－トがら　無筋,2540 ,kg,3 ,8382 ,8811 
2021-10-06,三機工業　株式会社　（南プラ/橘）,433569,コンクリ－トがら　無筋,2420 ,kg,3 ,7986 ,8382 
2021-10-07,三機工業　株式会社　（南プラ/橘）,433436,コンクリ－トがら　無筋,2440 ,kg,3 ,8052 ,7986 
2021-10-07,三機工業　株式会社　（南プラ/橘）,433439,コンクリ－トがら　無筋,2520 ,kg,3 ,8316 ,8052 
2021-10-07,三機工業　株式会社　（南プラ/橘）,433443,コンクリ－トがら　無筋,2340 ,kg,3 ,7722 ,8316 
2021-10-07,三機工業　株式会社　（南プラ/橘）,433446,コンクリ－トがら　無筋,2490 ,kg,3 ,8217 ,7722 
2021-10-08,三機工業　株式会社　（南プラ/橘）,432849,廃油（14572476556）,140 ,L,150 ,23100 ,8217 
2021-10-08,三機工業　株式会社　（南プラ/橘）,432849,蛍光灯（14572476545）,6 ,kg,300 ,1980 ,23100 
2021-10-08,三機工業　株式会社　（南プラ/橘）,433449,コンクリ－トがら　無筋,2540 ,kg,3 ,8382 ,1980 
2021-10-08,三機工業　株式会社　（南プラ/橘）,433452,コンクリ－トがら　無筋,2700 ,kg,3 ,8910 ,8382 
2021-10-08,三機工業　株式会社　（南プラ/橘）,433455,コンクリ－トがら　無筋,2710 ,kg,3 ,8943 ,8910 
2021-10-11,三機工業　株式会社　（南プラ/橘）,434304,コンクリ－トがら　無筋,2630 ,kg,3 ,8679 ,8943 
2021-10-11,三機工業　株式会社　（南プラ/橘）,434307,コンクリ－トがら　無筋,2530 ,kg,3 ,8349 ,8679 
2021-10-11,三機工業　株式会社　（南プラ/橘）,434312,コンクリ－トがら　無筋,2420 ,kg,3 ,7986 ,8349 
2021-10-12,三機工業　株式会社　（南プラ/橘）,433487,コンクリ－トがら　無筋,2560 ,kg,3 ,8448 ,7986 
2021-10-12,三機工業　株式会社　（南プラ/橘）,434315,コンクリ－トがら　無筋,2460 ,kg,3 ,8118 ,8448 
2021-10-12,三機工業　株式会社　（南プラ/橘）,434319,コンクリ－トがら　無筋,2540 ,kg,3 ,8382 ,8118 
2021-10-12,三機工業　株式会社　（南プラ/橘）,434324,コンクリ－トがら　無筋,2310 ,kg,3 ,7623 ,8382 
2021-10-13,三機工業　株式会社　（南プラ/橘）,433491,コンクリ－トがら　無筋,2640 ,kg,3 ,8712 ,7623 
2021-10-13,三機工業　株式会社　（南プラ/橘）,434327,コンクリ－トがら　無筋,2670 ,kg,3 ,8811 ,8712 
2021-10-13,三機工業　株式会社　（南プラ/橘）,434331,コンクリ－トがら　無筋,2630 ,kg,3 ,8679 ,8811 
2021-10-13,三機工業　株式会社　（南プラ/橘）,434334,コンクリ－トがら　無筋,2530 ,kg,3 ,8349 ,8679 
2021-10-13,三機工業　株式会社　（南プラ/橘）,434339,コンクリ－トがら　無筋,2580 ,kg,3 ,8514 ,8349 
2021-10-14,三機工業　株式会社　（南プラ/橘）,434343,コンクリ－トがら　無筋,2280 ,kg,3 ,7524 ,8514 
2021-10-14,三機工業　株式会社　（南プラ/橘）,434356,コンクリ－トがら　無筋,2520 ,kg,3 ,8316 ,7524 
2021-10-14,三機工業　株式会社　（南プラ/橘）,434359,コンクリ－トがら　無筋,2590 ,kg,3 ,8547 ,8316 
2021-10-15,三機工業　株式会社　（南プラ/橘）,434345,コンクリ－トがら　無筋,2330 ,kg,3 ,7689 ,8547 
2021-10-15,三機工業　株式会社　（南プラ/橘）,434353,コンクリ－トがら　無筋,2500 ,kg,3 ,8250 ,7689 
2021-10-20,三機工業　株式会社　（南プラ/橘）,434968,コンクリ－トがら　無筋,2600 ,kg,3 ,8580 ,8250 
2021-10-20,三機工業　株式会社　（南プラ/橘）,434972,コンクリ－トがら　無筋,2580 ,kg,3 ,8514 ,8580 
2021-10-21,三機工業　株式会社　（南プラ/橘）,434975,コンクリ－トがら　無筋,2570 ,kg,3 ,8481 ,8514 
2021-10-21,三機工業　株式会社　（南プラ/橘）,434979,コンクリ－トがら　無筋,2380 ,kg,3 ,7854 ,8481 
2021-10-27,三機工業　株式会社　（南プラ/橘）,436291,コンクリ－トがら　無筋,2640 ,kg,3 ,8712 ,7854 
2021-10-31,三機工業　株式会社　（南プラ/橘）,436738,メッシュパレットリース料（10/1～,2 ,台,3000 ,6600 ,8712 
2021-11-20,三機工業　株式会社　（南プラ/橘）,438889,混合廃棄物,8 ,m3,10000 ,88000 ,6600 
2021-11-30,三機工業　株式会社　（南プラ/橘）,440665,メッシュパレットリース料（11/1～,2 ,台,3000 ,6600 ,88000 
2021-12-31,三機工業　株式会社　（南プラ/橘）,445096,メッシュパレットリース料（12/1～,2 ,台,3000 ,6600 ,6600 
2021-10-21,三機工業　株式会社　（八戸市/佐藤）,436761,木くず,1700 ,kg,35 ,65450 ,6600 
2021-10-21,三機工業　株式会社　（八戸市/佐藤）,436761,産廃税（木くず）,1700 ,kg,0 ,170 ,9350 
2021-10-31,三機工業　株式会社　（八戸市/佐藤）,436757,一般廃棄物,1 ,式,10000 ,11000 ,0 
2021-11-18,三機工業　株式会社　（八戸市/佐藤）,440898,廃プラスチック類（14611731015）,320 ,kg,55 ,19360 ,2200 
2021-11-18,三機工業　株式会社　（八戸市/佐藤）,440898,木くず（14611731026）,800 ,kg,35 ,30800 ,(12980)
2021-11-18,三機工業　株式会社　（八戸市/佐藤）,440898,混合廃棄物（14611731037）,490 ,kg,65 ,35035 ,4400 
2021-11-18,三機工業　株式会社　（八戸市/佐藤）,440898,産廃税（混合廃棄物）,490 ,kg,1 ,490 ,35035 
2021-11-18,三機工業　株式会社　（八戸市/佐藤）,440898,産廃税（廃プラスチック類）,320 ,kg,0 ,80 ,490 
2021-11-18,三機工業　株式会社　（八戸市/佐藤）,440898,産廃税（木くず）,800 ,kg,0 ,80 ,(570)
2021-11-30,三機工業　株式会社　（八戸市/佐藤）,440900,一般廃棄物,1 ,式,10000 ,11000 ,(17520)
2021-12-28,三機工業　株式会社　（八戸市/佐藤）,445288,廃プラスチック類（14644785863）,220 ,kg,55 ,13310 ,2200 
2021-12-28,三機工業　株式会社　（八戸市/佐藤）,445288,木くず（14644785874）,310 ,kg,35 ,11935 ,3080 
2021-12-28,三機工業　株式会社　（八戸市/佐藤）,445288,混合廃棄物（14644785885）,400 ,kg,65 ,28600 ,11449 
2021-12-28,三機工業　株式会社　（八戸市/佐藤）,445288,コンクリ－トがら（14644779293）,3390 ,kg,3 ,11187 ,28600 
2021-12-28,三機工業　株式会社　（八戸市/佐藤）,445288,コンクリ－トがら（14657871009）,1350 ,kg,3 ,4455 ,(1848)
2021-12-28,三機工業　株式会社　（八戸市/佐藤）,445288,産廃税（廃プラスチック類）,220 ,kg,0 ,55 ,(7645)
2021-12-28,三機工業　株式会社　（八戸市/佐藤）,445288,産廃税（混合廃棄物）,400 ,kg,1 ,400 ,(26345)
2021-12-28,三機工業　株式会社　（八戸市/佐藤）,445288,産廃税（木くず）,310 ,kg,0 ,31 ,400 
2021-12-31,三機工業　株式会社　（八戸市/佐藤）,445282,一般廃棄物,1 ,式,10000 ,11000 ,31 
2021-12-31,三機工業　株式会社　（八戸市/佐藤）,445282,一般廃棄物（資源物）12/7分,1 ,式,1500 ,1650 ,2200 
2021-12-31,三機工業　株式会社　（八戸市/佐藤）,445282,一般廃棄物（資源物）12/16分,1 ,式,1500 ,1650 ,0 
2021-10-05,三機工業　株式会社　（金沢/花岡）,432484,コンクリ－トがら　無筋,2300 ,kg,4 ,8855 ,0 
2021-10-06,三機工業　株式会社　（金沢/花岡）,432208,混合廃棄物,8 ,m3,10000 ,88000 ,8855 
2021-10-11,三機工業　株式会社　（金沢/花岡）,432804,木くず（14574229554）,6 ,m3,6000 ,39600 ,88000 
2021-10-11,三機工業　株式会社　（金沢/花岡）,432804,混合廃棄物（14574231434）,1 ,m3,10000 ,11000 ,39600 
2021-10-21,三機工業　株式会社　（葛西/山本）,434984,がれき類,3240 ,kg,15 ,53460 ,11000 
2021-10-21,三機工業　株式会社　（葛西/山本）,434986,がれき類,3510 ,kg,15 ,57915 ,53460 
2021-10-21,三機工業　株式会社　（葛西/山本）,434988,がれき類,3470 ,kg,15 ,57255 ,57915 
2021-10-21,三機工業　株式会社　（葛西/山本）,435650,がれき類,3340 ,kg,15 ,55110 ,57255 
2021-10-21,三機工業　株式会社　（葛西/山本）,435658,がれき類,3520 ,kg,15 ,58080 ,55110 
2021-10-21,三機工業　株式会社　（葛西/山本）,435663,がれき類,3080 ,kg,15 ,50820 ,58080 
2021-10-21,三機工業　株式会社　（葛西/山本）,435670,がれき類,3290 ,kg,15 ,54285 ,50820 
2021-10-21,三機工業　株式会社　（葛西/山本）,435672,がれき類,3500 ,kg,15 ,57750 ,54285 
2021-10-21,三機工業　株式会社　（葛西/山本）,435674,がれき類,2970 ,kg,15 ,49005 ,57750 
2021-10-22,三機工業　株式会社　（葛西/山本）,435678,コンクリ－トがら　無筋,1980 ,kg,4 ,7623 ,49005 
2021-10-22,三機工業　株式会社　（葛西/山本）,435680,コンクリ－トがら　無筋,2340 ,kg,4 ,9009 ,7623 
2021-10-22,三機工業　株式会社　（葛西/山本）,435683,コンクリ－トがら　無筋,2340 ,kg,4 ,9009 ,9009 
2021-10-22,三機工業　株式会社　（葛西/山本）,435689,コンクリ－トがら　無筋,2010 ,kg,4 ,7738 ,9009 
2021-10-26,三機工業　株式会社　（葛西/山本）,436266,コンクリ－トがら　無筋,2280 ,kg,4 ,8778 ,7738 
2021-10-28,三機工業　株式会社　（葛西/山本）,435582,混合廃棄物,10 ,m3,10000 ,110000 ,8778 
2021-10-31,三機工業　株式会社　（葛西/山本）,436295,事務手数料,1 ,式,1500 ,1650 ,110000 
2021-10-31,三機工業　株式会社　（葛西/山本）,436295,一般廃棄物（10/1～10/31）,1 ,式,24880 ,27368 ,1650 
2021-10-31,三機工業　株式会社　（葛西/山本）,436733,メッシュパレットリース料（10/1～,4 ,台,3000 ,13200 ,0 
2021-11-10,三機工業　株式会社　（葛西/山本）,437543,木くず,8 ,m3,6000 ,52800 ,13200 
2021-11-19,三機工業　株式会社　（葛西/山本）,438750,混合廃棄物（フライト）,7 ,m3,35000 ,269500 ,52800 
2021-11-22,三機工業　株式会社　（葛西/山本）,439129,混合廃棄物,2 ,m3,10000 ,22000 ,269500 
2021-11-22,三機工業　株式会社　（葛西/山本）,439129,混合廃棄物（フライト）,4 ,m3,35000 ,154000 ,22000 
2021-11-24,三機工業　株式会社　（葛西/山本）,439304,混合廃棄物,8 ,m3,10000 ,88000 ,154000 
2021-11-24,三機工業　株式会社　（葛西/山本）,440124,コンクリ－トがら　無筋,2410 ,kg,4 ,9278 ,88000 
2021-11-30,三機工業　株式会社　（葛西/山本）,440521,事務手数料,1 ,式,1500 ,1650 ,9278 
2021-11-30,三機工業　株式会社　（葛西/山本）,440521,一般廃棄物（11/1～11/30）,1 ,式,26000 ,28600 ,1650 
2021-11-30,三機工業　株式会社　（葛西/山本）,440661,メッシュパレットリース料（11/1～,4 ,台,3000 ,13200 ,0 
2021-12-09,三機工業　株式会社　（葛西/山本）,441771,混合廃棄物,8 ,m3,10000 ,88000 ,13200 
2021-12-21,三機工業　株式会社　（葛西/山本）,443433,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-12-21,三機工業　株式会社　（葛西/山本）,444920,コンクリ－トがら　無筋,2350 ,kg,4 ,9047 ,88000 
2021-12-31,三機工業　株式会社　（葛西/山本）,445084,メッシュパレットリース料（12/1～,4 ,台,3000 ,13200 ,9047 
2021-12-31,三機工業　株式会社　（葛西/山本）,445213,事務手数料,1 ,式,1500 ,1650 ,13200 
2021-12-31,三機工業　株式会社　（葛西/山本）,445213,一般廃棄物（12/1～12/31）,1 ,式,26590 ,29249 ,1650 
2021-11-04,三機工業　株式会社　（八王子/伊藤）,438122,フレコン,1 ,枚,800 ,880 ,0 
2021-11-17,三機工業　株式会社　（八王子/伊藤）,438761,廃油,600 ,L,150 ,99000 ,880 
2021-11-26,三機工業　株式会社　（八王子/伊藤）,440121,廃油,812 ,L,150 ,133980 ,99000 
2021-12-07,三機工業　株式会社　（八王子/伊藤）,441463,混合廃棄物,4 ,m3,10000 ,38500 ,133980 
2021-12-07,三機工業　株式会社　（八王子/伊藤）,442636,メッシュパレットリース料,1 ,台,3000 ,3300 ,38500 
2021-11-02,三機工業　株式会社　（清瀬/南中）,436396,運搬費（4ｔﾕﾆｯｸ）,1 ,台,35000 ,38500 ,3300 
2021-11-02,三機工業　株式会社　（清瀬/南中）,436446,運搬費（4ｔｃ）,1 ,台,25000 ,27500 ,38500 
2021-10-19,三機工業　株式会社　（新河岸/赤城）,434403,運搬費（4ｔﾕﾆｯｸ）,1 ,台,30000 ,33000 ,27500 
2021-11-12,三機工業　株式会社　（新河岸/赤城）,439159,運搬費（4ｔﾕﾆｯｸ）,1 ,台,30000 ,33000 ,33000 
2021-12-24,三機工業　株式会社　（新河岸/赤城）,444068,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,33000 
2021-10-18,三機工業　株式会社　（山形/片岡）,437268,コンテナ設置費,2 ,台,15000 ,33000 ,23100 
2021-11-08,三機工業　株式会社　（山形/片岡）,438763,運搬費,1 ,台,25000 ,27500 ,33000 
2021-11-08,三機工業　株式会社　（山形/片岡）,438766,運搬費,1 ,台,25000 ,27500 ,27500 
2021-10-02,三機工業　株式会社　（南プラ/橘）,432486,運搬費（スクラップ）,2 ,台,25000 ,55000 ,27500 
2021-10-05,三機工業　株式会社　（南プラ/橘）,432856,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,55000 
2021-10-05,三機工業　株式会社　（南プラ/橘）,432859,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-10-06,三機工業　株式会社　（南プラ/橘）,432863,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-10-06,三機工業　株式会社　（南プラ/橘）,432867,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-10-06,三機工業　株式会社　（南プラ/橘）,432870,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-10-06,三機工業　株式会社　（南プラ/橘）,433569,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-10-07,三機工業　株式会社　（南プラ/橘）,433436,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
